epoch,loss,train_accuracy,val_accuracy
1,1.2720516635024028,0.6199,0.5978
2,0.8222565045747001,0.74554,0.6962
3,0.6245470405234705,0.8117,0.739
4,0.4905876630102582,0.83182,0.7425
5,0.3855169215775512,0.88456,0.7598
