epoch,lr,loss,train_accuracy,test_accuracy
1,0.00016,2.357902771668416,0.09554,0.0943
2,0.00032,2.327413295877391,0.10062,0.0931
3,0.00048000000000000007,2.315544988917208,0.10238,0.111
4,0.00064,2.3020601848076128,0.1076,0.1119
5,0.0008,2.28556626235845,0.11882,0.146
6,0.0008,2.2478005228371454,0.13948,0.1536
7,0.0007990256201039298,2.2191568352710243,0.14682,0.1602
8,0.0007961072274966282,2.1755616747099777,0.16552,0.1734
9,0.0007912590402935223,2.1393482210078916,0.17382,0.1815
10,0.0007845046783753276,2.1148253775191033,0.18316,0.2265
11,0.0007758770483143634,2.0948444819541727,0.19064,0.2315
12,0.0007654181830570404,2.0768669094619168,0.1995,0.2331
13,0.0007531790371435709,2.060847549602903,0.20106,0.2291
14,0.0007392192384625704,2.052756233233602,0.20392,0.24
15,0.000723606797749979,2.0399277529954,0.20716,0.2414
16,0.0007064177772475912,2.025316850435688,0.2109,0.2481
17,0.0006877359201354604,2.0146537603546375,0.21382,0.2521
18,0.0006676522425435433,2.001975280114974,0.21676,0.2548
19,0.0006462645901302633,1.9904602587908165,0.22398,0.2622
20,0.0006236771613882988,1.9801249883184031,0.2252,0.2681
21,0.0006000000000000001,1.9680064222365048,0.2318,0.2723
22,0.000575348458715631,1.9596491293888896,0.22976,0.2732
23,0.0005498426373663649,1.9528789186843054,0.2322,0.2753
24,0.0005236067977499791,1.9442828770341545,0.23704,0.275
25,0.000496768758239867,1.933917543897227,0.23848,0.2794
26,0.00046945927106677225,1.9296733127243217,0.24186,0.2875
27,0.00044181138530706145,1.9273502918038787,0.23948,0.2841
28,0.0004139597986810005,1.9251545060183353,0.23954,0.2921
29,0.00038604020131899976,1.913131738074438,0.24606,0.294
30,0.0003581886146929387,1.9118982393622854,0.2464,0.2964
31,0.0003305407289332279,1.9114144433047122,0.2473,0.2985
32,0.00030323124176013296,1.9019233038599006,0.24786,0.2986
33,0.0002763932022500211,1.8999693334331,0.24902,0.2973
34,0.0002501573626336352,1.8986907471185444,0.25082,0.3044
35,0.000224651541284369,1.8925230672076288,0.25278,0.2985
36,0.0002000000000000001,1.892786056602595,0.25372,0.3046
37,0.00017632283861170135,1.8897345166553483,0.2554,0.301
38,0.00015373540986973668,1.8896576006293753,0.2572,0.3046
39,0.00013234775745645685,1.8824682893424198,0.25898,0.3066
40,0.00011226407986453962,1.884115488593149,0.2596,0.304
41,9.358222275240884e-05,1.8830519371105794,0.25966,0.3063
42,7.639320225002106e-05,1.884264547706107,0.25842,0.3064
43,6.078076153742962e-05,1.8822774489720662,0.25912,0.3057
44,4.6820962856429206e-05,1.881593852664319,0.2592,0.3065
45,3.458181694295961e-05,1.884855511088024,0.25622,0.3076
46,2.4122951685636676e-05,1.882921884343085,0.2594,0.3051
47,1.5495321624672444e-05,1.8813405534773495,0.26012,0.3085
48,8.740959706477726e-06,1.8819720498446761,0.26062,0.3061
49,3.892772503371855e-06,1.879357343432547,0.2591,0.307
50,9.74379896070321e-07,1.8807418679825647,0.25884,0.3065
