epoch,loss,train_accuracy,val_accuracy
1,1.3727622056556175,0.59344,0.5799
2,0.8711996796490896,0.72058,0.6898
3,0.6737133396403564,0.80034,0.7502
4,0.5441012472447837,0.80712,0.7485
5,0.43719775818497936,0.86868,0.7875
