epoch,loss,train_accuracy,val_accuracy
1,1.59049789618958,0.59136,0.5833
2,1.218526876186166,0.68416,0.6571
3,1.0906185457468642,0.7672,0.7334
4,1.0125395637339034,0.72538,0.6883
5,0.9521355746347276,0.83118,0.7745
