epoch,loss,train_accuracy,val_accuracy
1,1.3861485998648817,0.56314,0.554
2,0.9506281516740999,0.6717,0.6476
3,0.7905042209588659,0.75096,0.7153
4,0.6938506599582369,0.77298,0.7332
5,0.6172684345708783,0.80862,0.7579
