epoch,lr,loss,train_accuracy,test_accuracy
1,0.00016,2.3031321768559714,0.1259,0.169
2,0.00032,2.041844584932729,0.2307,0.3366
3,0.00048000000000000007,1.7780592797816486,0.3245,0.3961
4,0.00064,1.6035879731635023,0.40764,0.4195
5,0.0008,1.4351907758420455,0.48022,0.5048
6,0.0008,1.251899169779372,0.55464,0.5884
7,0.0007990256201039298,1.1770664759522653,0.58118,0.5918
8,0.0007961072274966282,1.1278486069134825,0.59874,0.6152
9,0.0007912590402935223,1.0825145386187967,0.61718,0.6348
10,0.0007845046783753276,1.047084046734704,0.63286,0.6316
11,0.0007758770483143634,1.0001927276224012,0.65046,0.5996
12,0.0007654181830570404,0.9641170339566081,0.66756,0.6763
13,0.0007531790371435709,0.9162588231408276,0.68404,0.656
14,0.0007392192384625704,0.8834490310186627,0.69826,0.6743
15,0.000723606797749979,0.8484196672037644,0.71086,0.7017
16,0.0007064177772475912,0.81779936926575,0.72248,0.733
17,0.0006877359201354604,0.7886280367200859,0.7337,0.6798
18,0.0006676522425435433,0.7490733243039741,0.74494,0.6709
19,0.0006462645901302633,0.7188427729168158,0.75822,0.739
20,0.0006236771613882988,0.6953939245121689,0.76724,0.7089
21,0.0006000000000000001,0.6722954509358753,0.77462,0.7556
22,0.000575348458715631,0.6443848669300591,0.78464,0.762
23,0.0005498426373663649,0.6180646968755685,0.79234,0.7005
24,0.0005236067977499791,0.5998946831372506,0.79884,0.7757
25,0.000496768758239867,0.5767832629068601,0.80732,0.7873
26,0.00046945927106677225,0.5478058739411876,0.8173,0.792
27,0.00044181138530706145,0.5312078018526465,0.82292,0.809
28,0.0004139597986810005,0.5121085056856675,0.82924,0.8046
29,0.00038604020131899976,0.4898085557638,0.83786,0.8189
30,0.0003581886146929387,0.4779575576727418,0.83978,0.8215
31,0.0003305407289332279,0.451516834826305,0.84974,0.8268
32,0.00030323124176013296,0.4367558294443335,0.85416,0.8173
33,0.0002763932022500211,0.42445116013402684,0.8604,0.8309
34,0.0002501573626336352,0.4011174271389899,0.86622,0.8353
35,0.000224651541284369,0.38847852929341836,0.87224,0.8487
36,0.0002000000000000001,0.3703902402029184,0.877,0.8475
37,0.00017632283861170135,0.3521005744221567,0.88368,0.8559
38,0.00015373540986973668,0.34546047032336163,0.88578,0.8536
39,0.00013234775745645685,0.3242524941077178,0.8932,0.8655
40,0.00011226407986453962,0.3084498720379168,0.8976,0.8669
41,9.358222275240884e-05,0.2934430416288047,0.90404,0.8707
42,7.639320225002106e-05,0.28671918740902824,0.90602,0.8683
43,6.078076153742962e-05,0.27467840995596743,0.91108,0.8776
44,4.6820962856429206e-05,0.26329553435588704,0.91338,0.8754
45,3.458181694295961e-05,0.256336969719536,0.91518,0.8785
46,2.4122951685636676e-05,0.25121314840755243,0.91818,0.8782
47,1.5495321624672444e-05,0.24538557996466698,0.9206,0.8782
48,8.740959706477726e-06,0.23673676219822345,0.9233,0.8793
49,3.892772503371855e-06,0.240266525882414,0.92152,0.8809
50,9.74379896070321e-07,0.235637581011573,0.92406,0.8794
